image_name,Label_Sentiment
apple (84).jpg,negative
peach (134).jpg,positive
cherry (26).jpg,negative
kiwi (290).jpg,neutral
violance (21).jpg,negative
MAMN (1300).jpg,neutral
MAMN (343).jpg,neutral
cherry (69).jpg,positive
MAMN (1078).jpg,neutral
KAM (7).jpg,negative
KAM(44).png,positive
MAMN (371).jpg,neutral
avocados (187).jpg,negative
KAM(1342).jpg,positive
yellow (245).jpg,negative
osage (163).jpg,negative
KAM (134).jpg,positive
violance (69).jpg,positive
MAMN (1913).jpg,neutral
KAM(896).jpg,negative
kiwi (94).jpg,negative
KAM(647).jpg,positive
KAM (304).jpg,positive
KAM(395).jpg,negative
KAM(188).png,negative
KAM(397).jpg,positive
MAMN (686).jpg,neutral
avocados (385).jpg,negative
MAMN (1632).jpg,neutral
MAMN (740).jpg,neutral
MAMN (1680).jpg,neutral
KAM(971).jpg,positive
MAMN (1887).jpg,neutral
KAM (152).png,positive
osage (286).jpg,negative
KAM(985).jpg,positive
MAMN (303).jpg,neutral
papaya (57).jpg,negative
apple (98).jpg,positive
KAM (16).png,positive
MAMN (363).jpg,neutral
kiwi (327).jpg,negative
grape (68).jpg,negative
MAMN (409).jpg,neutral
MAMN (848).jpg,neutral
KAM (148).jpg,positive
peach (81).jpg,negative
KAM(112).png,positive
KAM(436).jpg,positive
yellow (328).jpg,negative
KAM(419).jpg,negative
KAM(1315).jpg,positive
MAMN (1595).jpg,neutral
avocados (542).jpg,negative
MAMN (834).jpg,neutral
KAM (38).png,positive
KAM (165).png,negative
yellow (382).jpg,negative
yellow (76).jpg,negative
MAMN (396).jpg,neutral
papaya (1).jpg,negative
KAM(1221).jpg,positive
KAM (768).jpg,positive
avocados (481).jpg,neutral
osage (418).jpg,negative
osage (93).jpg,negative
yellow (296).jpg,negative
kiwi (83).jpg,positive
KAM (777).jpg,positive
kiwi (172).jpg,negative
KAM (673).jpg,positive
KAM(1362).jpg,positive
KAM (425).jpg,positive
yellow (498).jpg,negative
KAM (391).jpg,negative
KAM (660).jpg,positive
grape (297).jpg,negative
yellow (74).jpg,negative
KAM (691).jpg,negative
avocados (408).jpg,negative
KAM(324).jpg,positive
KAM(1097).jpg,positive
avocados (451).jpg,negative
yellow (508).jpg,negative
apple (67).jpg,positive
MAMN (754).jpg,neutral
apple (6).jpg,positive
kiwi (211).jpg,negative
osage (100).jpg,negative
KAM(718).jpg,negative
avocados (93).jpg,negative
kiwi (90).jpg,negative
MAMN (1060).jpg,neutral
KAM (99).png,positive
MAMN (1898).jpg,neutral
avocados (611).jpg,negative
KAM(149).png,positive
KAM(428).jpg,negative
avocados (337).jpg,negative
KAM(1184).jpg,positive
MAMN (1870).jpg,neutral
MAMN (1426).jpg,neutral
peach (84).jpg,positive
MAMN (1992).jpg,neutral
KAM(568).jpg,positive
MAMN (1298).jpg,neutral
KAM(1326).jpg,positive
MAMN (1063).jpg,neutral
MAMN (1851).jpg,neutral
violance (18).jpg,negative
grape (203).jpg,positive
cherry (52).jpg,negative
apple (89).jpg,positive
avocados (578).jpg,negative
KAM (175).jpg,positive
avocados (266).jpg,negative
KAM(673).jpg,positive
papaya (148).jpg,neutral
MAMN (986).jpg,neutral
dirty (127).jpg,negative
KAM(1168).jpg,positive
cherry (28).jpg,negative
kiwi (66).jpg,negative
MAMN (2082).jpg,neutral
KAM (131).png,positive
MAMN (41).png,neutral
KAM(260).jpg,positive
MAMN (1412).jpg,neutral
avocados (155).jpg,negative
KAM (718).jpg,negative
avocados (536).jpg,positive
MAMN (1106).jpg,neutral
KAM (220).png,negative
MAMN (993).jpg,neutral
KAM(16).png,positive
MAMN (1570).jpg,neutral
KAM(1125).jpg,positive
KAM (245).jpg,positive
MAMN (1572).jpg,neutral
MAMN (945).jpg,neutral
MAMN (36).png,neutral
KAM(367).jpg,positive
yellow (419).jpg,negative
peach (187).jpg,negative
avocados (731).jpg,negative
KAM(563).jpg,positive
KAM(434).jpg,negative
KAM(802).jpg,positive
MAMN (1202).jpg,neutral
KAM (561).jpg,positive
MAMN (437).jpg,neutral
yellow (390).jpg,negative
MAMN (359).jpg,neutral
grape (20).jpg,negative
meme104.jpeg,negative
yellow (87).jpg,negative
avocados (168).jpg,negative
KAM(627).jpg,positive
osage (282).jpg,negative
KAM (579).jpg,positive
KAM(124).jpg,positive
KAM(179).jpg,positive
apple (62).jpg,positive
kiwi (121).jpg,positive
osage (337).jpg,positive
avocados (717).jpg,negative
avocados (648).jpg,negative
MAMN (1382).jpg,neutral
KAM(836).jpg,positive
yellow (395).jpg,negative
grape (276).jpg,negative
MAMN (22).png,neutral
KAM(839).jpg,positive
MAMN (1984).jpg,neutral
KAM(421).jpg,positive
KAM(440).jpg,positive
KAM(1081).jpg,positive
KAM (650).jpg,positive
KAM (85).jpg,positive
KAM(1196).jpg,positive
KAM(64).jpg,negative
osage (246).jpg,negative
avocados (165).jpg,negative
MAMN (1947).jpg,neutral
grape (94).jpg,negative
KAM(510).jpg,positive
MAMN (1295).jpg,neutral
KAM (93).png,positive
KAM (68).jpg,positive
MAMN (865).jpg,neutral
KAM (29).jpg,positive
KAM (142).png,positive
osage (261).jpg,negative
MAMN (1836).jpg,neutral
osage (329).jpg,negative
MAMN (1023).jpg,neutral
MAMN (467).jpg,neutral
avocados (570).jpg,negative
KAM (334).jpg,negative
MAMN (928).jpg,neutral
KAM (151).png,positive
osage (9).jpg,negative
KAM(931).jpg,positive
MAMN (1693).jpg,neutral
MAMN (868).jpg,neutral
KAM (211).png,positive
KAM (505).jpg,positive
MAMN (1974).jpg,neutral
KAM(1376).jpg,positive
avocados (296).jpg,neutral
KAM(77).png,negative
kiwi (188).jpg,negative
apple (191).jpg,negative
KAM(630).jpg,positive
osage (382).jpg,negative
KAM (532).jpg,positive
MAMN (1775).jpg,neutral
KAM(47).jpg,negative
dirty (68).jpg,negative
yellow (402).jpg,negative
MAMN (2092).jpg,neutral
avocados (55).jpg,negative
osage (222).jpg,negative
KAM(1056).jpg,positive
KAM(289).jpg,positive
violance (17).jpg,negative
KAM(570).jpg,positive
dirty (73).jpg,negative
MAMN (1550).jpg,neutral
papaya (52).jpg,positive
KAM(134).jpg,positive
yellow (362).jpg,neutral
avocados (129).jpg,negative
MAMN (1741).jpg,neutral
KAM(559).jpg,negative
papaya (150).jpg,positive
KAM(997).jpg,negative
MAMN (1101).jpg,neutral
grape (32).jpg,positive
dirty (9).jpg,negative
KAM (385).jpg,positive
KAM(1094).jpg,positive
avocados (621).jpg,negative
KAM (710).jpg,positive
KAM(928).jpg,positive
MAMN (815).jpg,neutral
papaya (22).jpg,positive
osage (203).jpg,negative
KAM(973).jpg,positive
KAM(470).jpg,positive
KAM(195).jpg,positive
MAMN (415).jpg,neutral
avocados (199).jpg,negative
papaya (142).jpg,neutral
MAMN (1878).jpg,neutral
MAMN (1783).jpg,neutral
apple (105).jpg,positive
KAM (176).png,positive
avocados (68).jpg,negative
apple (25).jpg,negative
KAM(887).jpg,positive
KAM (75).jpg,positive
osage (364).jpg,negative
KAM(694).jpg,positive
peach (210).jpg,negative
KAM(562).jpg,positive
MAMN (488).jpg,neutral
KAM(1378).jpg,positive
dirty (52).jpg,negative
grape (76).jpg,positive
KAM(652).jpg,positive
apple (172).jpg,positive
MAMN (1102).jpg,neutral
KAM(921).jpg,positive
KAM(785).jpg,positive
yellow (97).jpg,negative
avocados (419).jpg,negative
osage (241).jpg,negative
KAM(1042).jpg,positive
grape (274).jpg,negative
MAMN (52).png,neutral
apple (61).jpg,negative
grape (254).jpg,positive
KAM (480).jpg,negative
yellow (144).jpg,negative
cherry (68).jpg,positive
KAM (28).jpg,positive
KAM (491).jpg,positive
grape (113).jpg,negative
KAM(993).jpg,positive
yellow (512).jpg,negative
KAM (262).jpg,positive
KAM(4).png,negative
peach (115).jpg,negative
KAM(1109).jpg,positive
yellow (495).jpg,negative
MAMN (698).jpg,neutral
KAM (142).jpg,negative
osage (402).jpg,negative
MAMN (1968).jpg,neutral
yellow (453).jpg,negative
KAM(1084).jpg,positive
apple (151).jpg,negative
KAM (37).jpg,negative
MAMN (2083).jpg,neutral
KAM (408).jpg,positive
peach (34).jpg,negative
KAM(1200).jpg,negative
yellow (100).jpg,negative
MAMN (1437).jpg,neutral
yellow (163).jpg,neutral
KAM(860).jpg,positive
KAM(771).jpg,positive
meme97.jpeg,negative
MAMN (1367).jpg,neutral
osage (136).jpg,negative
KAM(524).jpg,positive
osage (273).jpg,negative
MAMN (1258).jpg,neutral
MAMN (520).jpg,neutral
avocados (756).jpg,negative
KAM(1340).jpg,positive
avocados (422).jpg,negative
grape (286).jpg,negative
KAM(934).jpg,positive
avocados (453).jpg,neutral
KAM(845).jpg,positive
KAM(707).jpg,positive
KAM(960).jpg,negative
osage (358).jpg,negative
osage (134).jpg,negative
KAM(259).jpg,positive
apple (224).jpg,negative
KAM(1223).jpg,positive
KAM (192).jpg,positive
yellow (410).jpg,negative
MAMN (346).jpg,neutral
MAMN (2056).jpg,neutral
MAMN (1944).jpg,neutral
osage (360).jpg,negative
KAM(656).jpg,positive
grape (262).jpg,neutral
peach (185).jpg,negative
MAMN (877).jpg,neutral
osage (250).jpg,positive
apple (55).jpg,positive
apple (96).jpg,positive
osage (253).jpg,negative
grape (346).jpg,positive
KAM(1274).jpg,negative
MAMN (1111).jpg,neutral
MAMN (907).jpg,neutral
KAM(214).jpg,positive
KAM(1210).jpg,positive
osage (88).jpg,negative
MAMN (1094).jpg,neutral
avocados (760).jpg,negative
KAM (117).png,positive
KAM (217).png,negative
avocados (134).jpg,negative
KAM(384).jpg,positive
apple (136).jpg,negative
KAM (73).png,negative
papaya (67).jpg,positive
MAMN (1212).jpg,neutral
KAM (514).jpg,positive
kiwi (132).jpg,negative
KAM(1350).jpg,positive
peach (23).jpg,negative
KAM(946).jpg,positive
KAM(78).jpg,positive
avocados (46).jpg,negative
meme98.jpeg,negative
MAMN (294).jpg,neutral
MAMN (554).jpg,neutral
avocados (508).jpg,negative
MAMN (1651).jpg,neutral
KAM (782).jpg,positive
grape (169).jpg,positive
MAMN (991).jpg,neutral
avocados (444).jpg,negative
MAMN (1490).jpg,neutral
KAM(925).jpg,positive
avocados (529).jpg,negative
kiwi (283).jpg,negative
MAMN (553).jpg,neutral
KAM (761).jpg,positive
peach (43).jpg,positive
papaya (83).jpg,negative
MAMN (1748).jpg,neutral
osage (275).jpg,negative
MAMN (731).jpg,neutral
MAMN (893).jpg,neutral
MAMN (1781).jpg,neutral
KAM (519).jpg,positive
peach (31).jpg,negative
MAMN (851).jpg,neutral
avocados (778).jpg,negative
osage (221).jpg,negative
papaya (133).jpg,positive
MAMN (673).jpg,neutral
KAM (133).png,positive
osage (99).jpg,positive
MAMN (741).jpg,neutral
KAM(19).png,positive
avocados (633).jpg,negative
yellow (286).jpg,negative
yellow (83).jpg,negative
violance (10).jpg,negative
KAM(1170).jpg,positive
avocados (105).jpg,neutral
MAMN (1751).jpg,neutral
MAMN (1458).jpg,neutral
KAM(903).jpg,positive
KAM(628).jpg,positive
papaya (114).jpg,negative
avocados (735).jpg,negative
MAMN (372).jpg,neutral
kiwi (166).jpg,negative
KAM (490).jpg,negative
yellow (218).jpg,negative
MAMN (1564).jpg,neutral
osage (300).jpg,negative
KAM(300).jpg,positive
MAMN (1608).jpg,neutral
MAMN (1322).jpg,neutral
KAM(323).jpg,positive
avocados (512).jpg,negative
KAM(240).png,positive
KAM(1209).jpg,positive
yellow (244).jpg,negative
KAM(211).jpg,positive
grape (264).jpg,neutral
KAM(213).png,negative
osage (201).jpg,negative
MAMN (63).png,neutral
osage (162).jpg,negative
avocados (263).jpg,negative
MAMN (788).jpg,neutral
MAMN (1068).jpg,neutral
kiwi (5).jpg,negative
osage (355).jpg,negative
peach (36).jpg,negative
KAM (604).jpg,positive
KAM (162).jpg,positive
MAMN (454).jpg,neutral
KAM (249).jpg,positive
KAM(1102).jpg,positive
grape (36).jpg,negative
KAM(1278)(1).jpg,positive
peach (193).jpg,negative
MAMN (338).jpg,neutral
yellow (194).jpg,negative
KAM(668).jpg,positive
KAM (397).jpg,positive
yellow (7).jpg,negative
MAMN (2010).jpg,neutral
KAM (1).jpg,negative
MAMN (341).jpg,neutral
kiwi (307).jpg,neutral
MAMN (1914).jpg,neutral
kiwi (82).jpg,negative
KAM(1341).jpg,positive
KAM(991).jpg,positive
KAM (775).jpg,negative
MAMN (1053).jpg,neutral
KAM (259).png,positive
KAM(103)(1).jpg,positive
grape (275).jpg,negative
MAMN (1136).jpg,neutral
avocados (652).jpg,neutral
KAM (48).jpg,negative
MAMN (1973).jpg,neutral
papaya (3).png,positive
cherry (42).jpg,positive
MAMN (1132).jpg,neutral
yellow (267).jpg,negative
papaya (6).png,negative
osage (362).jpg,negative
KAM (776).jpg,positive
osage (292).jpg,negative
MAMN (1840).jpg,neutral
grape (92).jpg,positive
MAMN (584).jpg,neutral
KAM(1139).jpg,positive
KAM(248).png,positive
KAM(295).jpg,positive
KAM(914).jpg,positive
KAM(497).jpg,positive
KAM(206).png,positive
dirty (66).jpg,negative
avocados (775).jpg,negative
KAM(443).jpg,negative
KAM (458).jpg,positive
KAM(638).jpg,positive
KAM (661).jpg,negative
KAM (94).jpg,positive
MAMN (582).jpg,neutral
KAM (376).jpg,negative
apple (177).jpg,positive
apple (169).jpg,positive
KAM(1036)(1).jpg,positive
KAM (435).jpg,negative
grape (24).jpg,neutral
MAMN (1865).jpg,neutral
avocados (495).jpg,negative
KAM(53).jpg,negative
yellow (345).jpg,negative
MAMN (585).jpg,neutral
yellow (458).jpg,negative
MAMN (27).png,neutral
KAM(869).jpg,negative
MAMN (847).jpg,neutral
avocados (594).jpg,negative
yellow (370).jpg,negative
apple (5).jpg,positive
KAM(339).jpg,positive
MAMN (1383).jpg,neutral
KAM(116).jpg,positive
KAM(154).jpg,positive
KAM (93).jpg,positive
apple (35).jpg,positive
MAMN (2021).jpg,neutral
KAM(538).jpg,positive
avocados (258).jpg,negative
MAMN (1423).jpg,neutral
KAM(1227).jpg,negative
KAM (520).jpg,positive
KAM(897).jpg,positive
MAMN (1856).jpg,neutral
KAM(365).jpg,positive
MAMN (1159).jpg,neutral
osage (202).jpg,negative
KAM (170).jpg,positive
KAM(452).jpg,negative
KAM(1085).jpg,positive
MAMN (1819).jpg,neutral
KAM(315).jpg,negative
grape (263).jpg,negative
KAM (545).jpg,negative
KAM(246).jpg,positive
MAMN (1391).jpg,neutral
KAM(258).png,positive
avocados (32).jpg,negative
osage (181).jpg,negative
MAMN (1113).jpg,neutral
MAMN (547).jpg,neutral
yellow (361).jpg,negative
grape (93).jpg,negative
MAMN (355).jpg,neutral
grape (61).jpg,positive
KAM(525).jpg,positive
yellow (92).jpg,negative
MAMN (386).jpg,neutral
KAM(143).png,positive
MAMN (1875).jpg,neutral
MAMN (1498).jpg,neutral
MAMN (708).jpg,neutral
avocados (214).jpg,negative
KAM(1071).jpg,positive
KAM (255).jpg,positive
MAMN (1271).jpg,neutral
MAMN (8).png,neutral
MAMN (2117).jpg,neutral
MAMN (531).jpg,neutral
MAMN (1069).jpg,neutral
MAMN (1432).jpg,neutral
KAM(158).jpg,negative
papaya (109).jpg,neutral
papaya (8).jpg,negative
avocados (746).jpg,negative
KAM(764).jpg,positive
yellow (400).jpg,negative
KAM (132).png,positive
yellow (65).jpg,positive
MAMN (71).png,neutral
MAMN (412).jpg,neutral
avocados (554).jpg,negative
MAMN (69).png,neutral
avocados (582).jpg,neutral
MAMN (1230).jpg,neutral
KAM(1260).jpg,positive
avocados (149).jpg,negative
MAMN (817).jpg,neutral
grape (335).jpg,neutral
violance (61).jpg,negative
MAMN (2005).jpg,neutral
KAM(139).png,negative
MAMN (910).jpg,neutral
osage (4).jpg,positive
MAMN (706).jpg,neutral
osage (265).jpg,negative
MAMN (1436).jpg,neutral
KAM(175).jpg,positive
MAMN (1242).jpg,neutral
meme102.jpeg,negative
yellow (88).jpg,negative
KAM(101).png,positive
dirty (126).jpg,negative
MAMN (477).jpg,neutral
osage (138).jpg,negative
KAM(1252).jpg,positive
cherry (57).jpg,positive
MAMN (1502).jpg,neutral
KAM(161).png,positive
MAMN (1813).jpg,neutral
papaya (97).jpg,negative
KAM(37).jpg,negative
KAM (248).jpg,positive
peach (38).jpg,negative
KAM (279).jpg,positive
MAMN (513).jpg,neutral
MAMN (655).jpg,neutral
KAM(43).png,positive
meme19.jpg,negative
yellow (505).jpg,negative
MAMN (1462).jpg,neutral
MAMN (987).jpg,neutral
osage (295).jpg,negative
KAM (50).png,positive
MAMN (578).jpg,neutral
KAM (569).jpg,positive
KAM(341).jpg,positive
dirty (75).jpg,positive
MAMN (639).jpg,neutral
KAM(346).jpg,positive
MAMN (1054).jpg,neutral
osage (244).jpg,negative
MAMN (365).jpg,neutral
KAM (92).jpg,positive
MAMN (1373).jpg,neutral
MAMN (1285).jpg,neutral
grape (150).jpg,negative
papaya (81).jpg,positive
KAM (665).jpg,positive
KAM(491).jpg,positive
KAM(217).jpg,positive
yellow (204).jpg,negative
MAMN (1381).jpg,neutral
grape (285).jpg,neutral
MAMN (1767).jpg,neutral
KAM(920).jpg,positive
avocados (753).jpg,negative
KAM(292).jpg,positive
KAM(182).jpg,negative
yellow (460).jpg,negative
yellow (434).jpg,negative
avocados (723).jpg,negative
avocados (658).jpg,negative
papaya (6).jpg,positive
meme100.jpeg,negative
avocados (649).jpg,negative
avocados (253).jpg,negative
MAMN (1723).jpg,neutral
avocados (470).jpg,negative
KAM(867).jpg,positive
yellow (139).jpg,negative
avocados (312).jpg,negative
KAM (387).jpg,positive
KAM(253).jpg,negative
violance (73).jpg,negative
KAM(125).jpg,positive
peach (9).jpg,neutral
KAM(222).png,negative
grape (57).jpg,negative
KAM(5).png,positive
KAM(167).png,negative
KAM(1236).jpg,positive
MAMN (1353).jpg,neutral
KAM (37).png,positive
KAM(908).jpg,positive
MAMN (2043).jpg,neutral
papaya (82).jpg,negative
KAM(1293).jpg,positive
grape (26).jpg,negative
MAMN (1281).jpg,neutral
KAM(224).jpg,positive
KAM(1175).jpg,positive
MAMN (1253).jpg,neutral
apple (132).jpg,negative
MAMN (742).jpg,neutral
KAM(113).jpg,positive
KAM(1313).jpg,positive
yellow (497).jpg,negative
avocados (361).jpg,negative
MAMN (1685).jpg,neutral
KAM (60).png,positive
yellow (123).jpg,negative
MAMN (1214).jpg,neutral
MAMN (1958).jpg,neutral
KAM(683).jpg,positive
KAM(947).jpg,positive
KAM(904).jpg,positive
MAMN (823).jpg,neutral
kiwi (265).jpg,neutral
avocados (463).jpg,negative
apple (95).jpg,positive
KAM (52).jpg,positive
MAMN (1687).jpg,neutral
KAM (402).jpg,positive
KAM(348).jpg,positive
KAM(40).jpg,positive
KAM(163).jpg,negative
peach (211).jpg,negative
meme113.jpeg,negative
yellow (56).jpg,negative
KAM(220).png,negative
osage (144).jpg,negative
MAMN (1395).jpg,neutral
papaya (151).jpg,negative
dirty (45).jpg,negative
MAMN (1704).jpg,neutral
yellow (529).jpg,negative
MAMN (2080).jpg,neutral
KAM (138).png,positive
yellow (545).jpg,negative
meme117.jpeg,negative
MAMN (1928).jpg,neutral
papaya (118).jpg,positive
yellow (208).jpg,negative
MAMN (892).jpg,neutral
yellow (423).jpg,negative
MAMN (691).jpg,neutral
KAM(640).jpg,positive
avocados (320).jpg,negative
avocados (788).jpg,negative
MAMN (1985).jpg,neutral
MAMN (1683).jpg,neutral
MAMN (629).jpg,neutral
KAM (108).png,positive
KAM(202).png,positive
MAMN (808).jpg,neutral
kiwi (33).jpg,positive
KAM(986).jpg,positive
MAMN (998).jpg,neutral
apple (157).jpg,negative
MAMN (1282).jpg,neutral
KAM(103).png,negative
KAM (562).jpg,positive
KAM (789).jpg,positive
KAM(1321).jpg,positive
osage (44).jpg,positive
KAM(235).jpg,positive
avocados (515).jpg,negative
MAMN (905).jpg,neutral
avocados (275).jpg,negative
KAM (70).png,positive
KAM(1276)(1).jpg,positive
MAMN (645).jpg,neutral
KAM (119).jpg,positive
MAMN (1598).jpg,neutral
avocados (431).jpg,neutral
MAMN (1043).jpg,neutral
MAMN (1093).jpg,neutral
meme27.jpg,negative
KAM(1130).jpg,positive
KAM(219).jpg,negative
MAMN (777).jpg,neutral
KAM(42).jpg,positive
avocados (800).jpg,negative
MAMN (1969).jpg,neutral
KAM(102).jpg,negative
peach (62).jpg,negative
avocados (116).jpg,negative
KAM(109).png,positive
KAM(57).jpg,positive
kiwi (113).jpg,positive
MAMN (791).jpg,neutral
KAM(766).jpg,positive
KAM (195).jpg,positive
KAM (317).jpg,negative
KAM (687).jpg,positive
KAM(1280).jpg,positive
peach (33).jpg,positive
KAM (243).png,positive
MAMN (715).jpg,neutral
MAMN (12).png,neutral
KAM(722).jpg,positive
KAM(1387).jpg,negative
MAMN (1904).jpg,neutral
avocados (741).jpg,negative
KAM(1151).jpg,positive
grape (291).jpg,neutral
KAM(2).png,negative
MAMN (1999).jpg,neutral
kiwi (328).jpg,negative
MAMN (324).jpg,neutral
osage (307).jpg,negative
osage (280).jpg,negative
MAMN (457).jpg,neutral
kiwi (68).jpg,positive
MAMN (1764).jpg,neutral
kiwi (280).jpg,negative
avocados (319).jpg,negative
KAM(1142).jpg,positive
KAM(242).jpg,positive
MAMN (1133).jpg,neutral
yellow (95).jpg,negative
KAM(806).jpg,positive
MAMN (1229).jpg,neutral
MAMN (1690).jpg,neutral
grape (74).jpg,positive
peach (25).jpg,negative
KAM (13).png,positive
MAMN (1599).jpg,neutral
yellow (407).jpg,neutral
MAMN (452).jpg,neutral
KAM(216).png,negative
KAM (111).png,positive
yellow (537).jpg,negative
avocados (342).jpg,negative
kiwi (148).jpg,negative
avocados (630).jpg,negative
KAM(693).jpg,positive
apple (122).jpg,negative
MAMN (1720).jpg,neutral
KAM(223).jpg,negative
KAM(730).jpg,positive
kiwi (272).jpg,negative
avocados (127).jpg,negative
avocados (628).jpg,negative
yellow (37).jpg,negative
MAMN (1129).jpg,neutral
KAM(607).jpg,positive
osage (130).jpg,neutral
MAMN (517).jpg,neutral
KAM(1290).jpg,positive
grape (298).jpg,negative
peach (205).jpg,negative
MAMN (1620).jpg,neutral
KAM(162).png,positive
yellow (21).jpg,negative
avocados (787).jpg,negative
KAM (434).jpg,negative
MAMN (1415).jpg,neutral
KAM (308).jpg,positive
MAMN (1026).jpg,neutral
MAMN (1759).jpg,neutral
dirty (93).jpg,negative
KAM (448).jpg,positive
KAM (181).jpg,negative
dirty (78).jpg,negative
MAMN (1601).jpg,neutral
avocados (494).jpg,negative
KAM(1009).jpg,negative
KAM(1163).jpg,positive
KAM(1143).jpg,positive
MAMN (1254).jpg,neutral
MAMN (1028).jpg,neutral
KAM(1303).jpg,positive
MAMN (375).jpg,neutral
MAMN (1118).jpg,neutral
KAM(975).jpg,negative
MAMN (381).jpg,neutral
kiwi (249).jpg,neutral
avocados (84).jpg,neutral
avocados (439).jpg,negative
avocados (362).jpg,negative
KAM (784).jpg,positive
MAMN (1097).jpg,neutral
KAM (568).jpg,positive
MAMN (376).jpg,neutral
KAM(207).jpg,positive
KAM(629).jpg,positive
KAM(206).jpg,positive
meme99.jpeg,negative
KAM(606).jpg,positive
peach (32).jpg,positive
MAMN (1354).jpg,neutral
osage (237).jpg,negative
yellow (475).jpg,negative
apple (147).jpg,positive
MAMN (1248).jpg,neutral
KAM(464).jpg,positive
MAMN (1627).jpg,neutral
KAM(1211).jpg,positive
KAM(46).jpg,positive
yellow (169).jpg,negative
cherry (8).jpg,positive
MAMN (989).jpg,neutral
avocados (167).jpg,negative
KAM (624).jpg,positive
MAMN (635).jpg,neutral
KAM(1070).jpg,positive
KAM(166).png,negative
avocados (30).jpg,negative
yellow (323).jpg,negative
KAM(268).jpg,positive
KAM (265).jpg,positive
MAMN (1717).jpg,neutral
KAM (354).jpg,positive
MAMN (1052).jpg,neutral
grape (288).jpg,negative
MAMN (680).jpg,neutral
yellow (2).jpg,negative
avocados (49).jpg,negative
papaya (138).jpg,negative
KAM (695).jpg,positive
MAMN (1235).jpg,neutral
avocados (702).jpg,negative
KAM(133).jpg,positive
apple (141).jpg,positive
KAM (602).jpg,positive
grape (312).jpg,negative
KAM (331).jpg,positive
MAMN (499).jpg,neutral
MAMN (2096).jpg,neutral
kiwi (246).jpg,negative
avocados (694).jpg,negative
MAMN (1916).jpg,neutral
papaya (25).jpg,positive
osage (76).jpg,negative
KAM(1285).jpg,positive
MAMN (1109).jpg,neutral
peach (13).jpg,negative
kiwi (193).jpg,negative
KAM(1152).jpg,positive
osage (384).jpg,negative
KAM(448).jpg,positive
dirty (69).jpg,negative
peach (63).jpg,positive
avocados (141).jpg,negative
KAM (424).jpg,positive
MAMN (441).jpg,neutral
MAMN (411).jpg,neutral
grape (301).jpg,neutral
KAM(165).png,negative
MAMN (1790).jpg,neutral
yellow (306).jpg,neutral
KAM(989).jpg,positive
MAMN (1804).jpg,neutral
yellow (394).jpg,neutral
KAM(195).png,positive
papaya (3).jpg,negative
KAM (338).jpg,positive
osage (409).jpg,negative
KAM(118).png,positive
KAM (534).jpg,positive
KAM (117).jpg,positive
avocados (393).jpg,negative
kiwi (216).jpg,negative
MAMN (508).jpg,neutral
KAM(424).jpg,positive
KAM (134).png,positive
papaya (72).jpg,negative
KAM(748).jpg,positive
kiwi (282).jpg,negative
MAMN (1061).jpg,neutral
KAM(309).jpg,negative
avocados (208).jpg,negative
MAMN (1252).jpg,neutral
kiwi (1).jpg,positive
KAM(1131).jpg,positive
MAMN (2069).jpg,neutral
KAM (106).png,positive
KAM (756).jpg,positive
KAM(837).jpg,positive
cherry (45).jpg,positive
papaya (15).jpg,negative
MAMN (1330).jpg,neutral
violance (46).jpg,negative
MAMN (1413).jpg,neutral
osage (309).jpg,negative
KAM (242).jpg,positive
KAM(1035).jpg,positive
MAMN (1799).jpg,neutral
meme71.jpg,negative
avocados (388).jpg,neutral
MAMN (1592).jpg,neutral
MAMN (1524).jpg,neutral
peach (122).jpg,negative
KAM(708).jpg,positive
KAM(115).png,negative
avocados (519).jpg,negative
KAM(182).png,negative
dirty (112).jpg,negative
kiwi (125).jpg,positive
MAMN (1769).jpg,neutral
MAMN (1217).jpg,neutral
KAM(151).jpg,positive
MAMN (1932).jpg,neutral
grape (121).jpg,positive
yellow (85).jpg,negative
osage (381).jpg,negative
osage (345).jpg,negative
peach (159).jpg,positive
avocados (184).jpg,negative
KAM(244).jpg,negative
KAM(3).png,positive
avocados (681).jpg,negative
KAM(236).jpg,positive
avocados (458).jpg,negative
MAMN (17).png,neutral
KAM(17).jpg,positive
MAMN (1864).jpg,neutral
papaya (87).jpg,negative
MAMN (1609).jpg,neutral
MAMN (534).jpg,neutral
KAM (634).jpg,positive
MAMN (792).jpg,neutral
MAMN (3).png,neutral
peach (96).jpg,negative
MAMN (1955).jpg,neutral
KAM (168).jpg,positive
KAM(110).png,negative
KAM(821).jpg,positive
KAM(1339).jpg,positive
osage (326).jpg,negative
peach (171).jpg,negative
osage (185).jpg,negative
peach (153).jpg,negative
MAMN (1646).jpg,neutral
MAMN (1166).jpg,neutral
KAM(1035)(1).jpg,positive
papaya (54).jpg,positive
KAM (298).jpg,positive
KAM (574).jpg,positive
yellow (536).jpg,negative
MAMN (1270).jpg,neutral
meme88.jpg,negative
KAM(457).jpg,positive
MAMN (653).jpg,neutral
yellow (472).jpg,negative
KAM (740).jpg,positive
KAM(1037)(1).jpg,positive
KAM(983).jpg,positive
peach (19).jpg,positive
KAM(852).jpg,positive
avocados (532).jpg,negative
MAMN (943).jpg,neutral
osage (186).jpg,negative
KAM(1337).jpg,positive
KAM(230).png,positive
avocados (459).jpg,negative
kiwi (96).jpg,negative
osage (415).jpg,negative
MAMN (1738).jpg,neutral
apple (217).jpg,negative
